BookId,CollectionURL,Title,Keyword,Description,LanguageId,Subject_0,Author_0,Author_1,Author_2,Publisher,ExternalPublisher,CollectionType,PublicationYear,PublishYear,Subject_1,PublisherCity,Location_0,Location_1,Location_2,Location_3,SubjectId_0,PublisherId
70ca5ee1-1214-4308-841f-bc692fd28f03,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,1st Books Library,NA,Periodical Literature,2013,2013.0,NA,NA,NA,NA,NA,NA,NA,1st Books Library
6b512e87-b42a-4ef1-888a-224ec65175e9,NA,Jurnal Manajemen Teknologi = Indonesian Journal for the Science of Management,NA,NA,NA,Manajemen,NA,NA,NA,1st Books Library,NA,Periodical Literature,2013,2013.0,NA,NA,NA,NA,NA,NA,NA,1st Books Library
a44bf0b0-bbdb-4584-9fab-408f610f5f61,https://storagelkcdev.blob.core.windows.net/file-upload/migrate-cover/book_intmdt-accounting_skousen.jpg,Julisa,NA,NA,NA,Bahasa dan Sastra,NA,NA,NA,Komunitas Sastra Indonesia,NA,Periodical Literature,2008,2008.0,NA,NA,NA,NA,NA,NA,NA,NA
f82d5ebc-9ac0-422a-8b42-a7ec00efef33,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2016,2016.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
f0d79035-a906-4778-b05b-fa7cde830996,NA,Global Strategy Journal,NA,NA,NA,Manajemen,NA,NA,NA,Wiley-Blackwell,NA,Periodical Literature,2018,2018.0,NA,00,JWC,NA,NA,NA,NA,NA
b12d7ab3-7ef6-465d-9525-237291bba807,NA,Bloomberg Businessweek,NA,NA,NA,Business,NA,NA,NA,NA,NA,Periodical Literature,2013,2013.0,NA,NA,NA,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
ee197eba-ed0a-48c6-9360-b01341595395,NA,Bloomberg BusinessWeek,NA,NA,NA,Business,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2013,2013.0,NA,NA,NA,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,Sine Nomine
80f195ee-74d5-4ae8-9003-49c2b3db6e03,NA,Sindo,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2013,2013.0,NA,Jakarta,NA,NA,NA,NA,NA,NA
c2e02a0a-6779-4369-b081-bc78acae02f0,NA,Trust,NA,NA,NA,Ekonomi,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2007,2007.0,NA,Jakarta,NA,NA,NA,NA,NA,NA
9da5ada5-f595-4abe-b9a6-6fcdbd671009,https://storagelkcdev.blob.core.windows.net/file-upload/migrate-cover/book_intmdt-accounting_skousen.jpg,Intisari,NA,NA,NA,Umum/Populer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2015,2015.0,NA,Jakarta,NA,NA,NA,NA,e4d8d8fd-0d44-4eb0-a455-adb207373548,NA
698bf0ec-1e5f-421d-be5c-565b083e053d,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2012,2012.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
6ddf37a7-5a2f-4f64-9f35-1c044609b56f,NA,Dr. Dobbs Journal,NA,NA,NA,Komputer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2007,2007.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
35ba2dbe-0675-4052-a963-0a85d48b6cdd,NA,MSDN Magazine,NA,NA,NA,Komputer,NA,NA,NA,Microsoft Press,NA,Periodical Literature,2006,2006.0,NA,NA,NA,NA,NA,NA,NA,Microsoft Press
27e7d824-1f7d-4482-9ce6-c3bf43dee5b2,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2011,2011.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
27b40531-e92d-4a16-85a4-5d3044545528,NA,Time,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Geotimes Aksara Media,NA,Periodical Literature,2011,2011.0,NA,Jakarta Pusat,NA,NA,NA,NA,NA,NA
9f0cef2b-b23f-48b4-813b-5d79591e8d06,NA,Journal of Hospitality & Tourism Research,NA,NA,NA,Pariwisata,NA,NA,NA,Sage Publications,NA,Periodical Literature,2019,2019.0,NA,NA,NA,NA,NA,NA,NA,Sage Publications
c0155f35-f202-4385-9f0c-4b56f0f40a78,NA,Semar,NA,NA,NA,Teknologi,NA,NA,NA,NA,NA,Periodical Literature,2015,2015.0,NA,NA,JWC,NA,NA,NA,NA,NA
81e4d888-796b-4240-80ad-f42734b1a7ce,NA,Jurnal ilmiah DARMA PERSADA,NA,NA,NA,Ilmu dan Budaya,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2004,2004.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
6974db86-77de-4956-8926-fba662744a86,NA,Journal of Business Strategy and Execution,NA,NA,NA,Business,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,JWC,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,Sine Nomine
3f152eb3-616d-4c71-a2c9-0ad4fa813f9e,NA,Time,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Geotimes Aksara Media,NA,Periodical Literature,2009,2009.0,NA,Jakarta Pusat,Anggrek,NA,NA,NA,NA,NA
3f483f76-4283-4d0c-ba7d-4af806e8abf4,NA,Communication Arts Magazine,NA,NA,NA,Seni Rupa,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2010,2010.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
19737660-1931-4660-a877-627dc6ad9a29,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
c32a749c-f844-4a83-b32f-007d03834208,NA,SWA,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2018,2018.0,NA,Jakarta,Anggrek,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
57236803-fe64-411e-811e-acf56d6ac91c,NA,The Ary Suta Center series on Strategic Management,NA,NA,NA,Manajemen,NA,NA,NA,BINUS University,NA,Periodical Literature,2019,2019.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
df71ccf1-8dfd-4d1d-a181-1a0aaf32c37d,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2011,2011.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,PT. Era Media Informasi
b4518be0-d4e6-4514-9fd5-6aa4c7ab99d9,NA,QP : Quality Progress,NA,NA,NA,Manajemen,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
6b00aaa3-6e92-4a27-94f4-57a93581712c,NA,Chip Foto Video,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2012,2012.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
850570dc-d05a-4cfe-8a29-3a14e59f3eec,NA,National Geographic Indonesia,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Kompas Media Nusantara,NA,Periodical Literature,2017,2017.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
c73ed57f-2be7-4d74-a095-6d99de2ba423,NA,Newsweek Magazine,NA,NA,NA,Umum/Populer,NA,NA,NA,The Newsweek Daily Beast Company,NA,Periodical Literature,2012,2012.0,NA,NA,Kijang,NA,NA,NA,NA,NA
c1ea9335-5d0c-47ac-9792-42a532a2d7b9,NA,Emerging markets : business and management studies journal,NA,NA,NA,Manajemen,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2007,2007.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
42842f24-fbdf-4bba-8659-20f91aa88246,NA,The Economist,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2011,2011.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
70585ae9-fc51-4e9c-9cbd-c8af117c4631,NA,Trust,NA,NA,NA,Ekonomi,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2006,2006.0,NA,Jakarta,JWC,NA,NA,NA,NA,NA
0c5f071a-98d2-485b-ad02-707428b47e48,NA,Time,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Geotimes Aksara Media,NA,Periodical Literature,2012,2012.0,NA,Jakarta Pusat,Alam Sutra Main Campus,NA,NA,NA,NA,NA
7974357d-e170-4110-879e-11b69c54d6e2,NA,Time,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Geotimes Aksara Media,NA,Periodical Literature,2014,2014.0,NA,Jakarta Pusat,Alam Sutra Main Campus,NA,NA,NA,NA,NA
cbdd1519-82ea-4b6f-9058-2fbd6ee5b868,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2006,2006.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
e739f43f-84dd-46c2-affb-39c57b14be85,https://storagelkcdev.blob.core.windows.net/file-upload/migrate-cover/book_intmdt-accounting_skousen.jpg,File: free IT lifestyle magazine,NA,NA,NA,Komputer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,NA,NA,NA,NA,NA,NA
53cfd77b-587f-484d-9483-65943d25de33,NA,Trust,NA,NA,NA,Ekonomi,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2008,2008.0,NA,Jakarta,JWC,NA,NA,NA,NA,NA
c35c9921-918b-4e83-ba43-b8f161d59891,NA,ifrasia,NA,NA,NA,Business,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2007,2007.0,NA,NA,JWC,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,Sine Nomine
c9c6b999-5d55-4039-a969-d8affb721541,NA,Cita Cinta,NA,NA,NA,Umum/Populer,NA,NA,NA,NA,NA,Periodical Literature,2013,2013.0,NA,NA,JWC,NA,NA,NA,NA,NA
d41aab84-e88e-4ba5-b597-8c63634560da,NA,The Economist,NA,NA,NA,Ekonomi,NA,NA,NA,1st Books Library,NA,Periodical Literature,2013,2013.0,NA,NA,JWC,NA,NA,NA,NA,1st Books Library
1558dd3f-fc8c-44b9-9ff2-543e30c186bd,https://storagelkcdev.blob.core.windows.net/file-upload/migrate-cover/book_intmdt-accounting_skousen.jpg,Jurnal ilmiah Mat Stat,NA,NA,NA,Statistik,NA,NA,NA,Binus University,NA,Periodical Literature,2009,2009.0,NA,NA,NA,NA,NA,NA,NA,NA
fb33cc56-0330-48cf-9db0-c019f0ef851d,NA,Ronshu Uai Journal of Japanese Studies,NA,NA,NA,Bahasa dan Sastra,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,Kijang,NA,NA,NA,NA,Sine Nomine
2ee50925-6f13-4d50-88a5-738742fac44b,NA,Chip Foto Video,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2005,2005.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
6559a4ce-7a51-4e64-bfb5-c44c72a243ea,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2011,2011.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
1146c26f-8a0a-465c-b18e-26c03c6cd2cf,NA,Human Capital,NA,NA,NA,Manajemen,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
bff6fc16-c2c7-4680-8174-ea5c51d51bc6,NA,PM Network,NA,NA,NA,Manajemen,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2007,2007.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
2ce0a7e4-7b7e-4307-8b19-94af1fc6ad86,NA,Sindo,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Hikmat Makna Aksara,NA,Periodical Literature,2016,2016.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
c2ff8c18-adc1-4405-b716-8bf5055adf62,NA,Chip,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2010,2010.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
949be7a0-cc83-4c5a-aba2-9cc4d5176b26,NA,Bloomberg Businessweek,NA,NA,NA,Business,NA,NA,NA,NA,NA,Periodical Literature,2014,2014.0,NA,NA,Anggrek,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
2f848920-84aa-40c8-8862-1770585df20a,NA,PC+,NA,NA,NA,Komputer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2005,2005.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
45ed1d1b-a1a2-4df3-a136-0b518fb91ff2,NA,Cultural studies,NA,NA,NA,Bahasa dan Sastra,NA,NA,NA,Sine Nomine,NA,Periodical Literature,1999,1999.0,NA,NA,Kijang,NA,NA,NA,NA,Sine Nomine
5e8a1e83-7d81-492c-a35a-9c7bf594b12d,NA,Jurnal nasional pariwisata,NA,NA,NA,Pariwisata,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2012,2012.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
92bf4677-efee-4134-97e3-9ff72876f418,NA,SWA,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2017,2017.0,NA,Jakarta,Anggrek,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
6ffc13ed-de7f-461f-b941-76d0a95c4306,NA,iatefl,NA,NA,NA,Bahasa dan Sastra,NA,NA,NA,NA,NA,Periodical Literature,2010,2010.0,NA,NA,JWC,NA,NA,NA,NA,NA
ccfecdcd-98c9-4839-9c58-6f642c1c783d,NA,Time,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Geotimes Aksara Media,NA,Periodical Literature,2013,2013.0,NA,Jakarta Pusat,Alam Sutra Main Campus,NA,NA,NA,NA,NA
1cee75ea-2b84-47c0-8098-4bef41ce1cfb,NA,Newsweek Magazine,NA,NA,NA,Umum/Populer,NA,NA,NA,The Newsweek Daily Beast Company,NA,Periodical Literature,2010,2010.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
34909a13-94e3-4a71-8d78-43a7f1232891,NA,The Journal of Human Resources,NA,NA,NA,Manajemen,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
740db362-ff0f-4199-b968-61807faa15ec,https://storagelkcdev.blob.core.windows.net/file-upload/migrate-cover/book_intmdt-accounting_skousen.jpg,Journal of Marketing Research,NA,NA,NA,Pemasaran,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2016,2016.0,NA,NA,NA,NA,NA,NA,NA,NA
7cbb6a68-d285-4ead-b804-73371526b470,NA,Majalah Parahyangan,NA,NA,NA,Umum/Populer,NA,NA,NA,Universitas Katolik Parahyangan,NA,Periodical Literature,2018,2018.0,NA,NA,JWC,NA,NA,NA,NA,Universitas Katolik Parahyangan
2833198d-3653-46fc-9464-d3a7ca766708,NA,Chip,NA,NA,NA,Komputer,NA,NA,NA,Kompas Gramedia,NA,Periodical Literature,2009,2009.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,NA
bf2e176d-5423-48e7-aeb2-2e6e3c0efa29,NA,Kontan,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2005,2005.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
00ec3693-1c20-4590-835f-c97e0c5809dc,NA,Indonesian Tax Review,NA,NA,NA,Perpajakan,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2005,2005.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
4989a8d9-30f8-4af5-8bd7-47b8f5638fee,NA,Tempo : English Edition,NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
2981a90d-840b-448f-b60a-5c914f948a9a,NA,Time,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Geotimes Aksara Media,NA,Periodical Literature,2010,2010.0,NA,Jakarta Pusat,Anggrek,NA,NA,NA,NA,NA
5bb67434-7986-4e65-bd81-ec035468693b,NA,Laras,NA,NA,NA,Arsitektur,NA,NA,NA,PT Laras Indra Semesta,NA,Periodical Literature,2008,2008.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
410a7803-3046-4ddd-91c1-4d595dc130ad,NA,SWA,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2017,2017.0,NA,Jakarta,Anggrek,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
eb1a7663-497d-4748-8209-9b18ae897fbc,NA,Lingua,NA,NA,NA,Bahasa dan Sastra,NA,NA,NA,Maranatha University Press,NA,Periodical Literature,2014,2014.0,NA,Bandung,Kijang,NA,NA,NA,NA,NA
0ef1d641-4c90-4f11-9be0-bfce448f1262,NA,Bloomberg Businessweek,NA,NA,NA,NA,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2015,2015.0,NA,NA,NA,NA,NA,NA,NA,Sine Nomine
2e5715f0-0614-4343-8f98-4714429dd9cd,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2011,2011.0,NA,Jakarta,JWC,NA,NA,NA,NA,PT. Era Media Informasi
7ca0ea40-ce49-420e-b810-cfcc57def7c3,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2019,2019.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,PT. Era Media Informasi
509bee5a-0b3d-4024-a32c-7a70bb055505,NA,"ComTech : Computer, Mathematics and Engineering Applications",NA,NA,NA,Komputer,NA,NA,NA,BINUS University,NA,Periodical Literature,2022,2022.0,NA,NA,Semarang,NA,NA,NA,NA,NA
71ffd193-ece7-443d-abbf-6ecade55663b,NA,Gematika : jurnal manajemen informatika,NA,NA,NA,Manajemen,NA,NA,NA,Sekolah Tinggi Manajemen Informatika dan Komputer Akakom,NA,Periodical Literature,2006,2006.0,NA,Yogyakarta,Anggrek,NA,NA,NA,NA,Sekolah Tinggi Manajemen Informatika dan Komputer Akakom
2285b0d9-667f-4dd8-af04-89f80b277db5,NA,The Economist,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2013,2013.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
23d994ce-1c65-4d53-87f1-378e4c3d791b,NA,Warta Ekonomi,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
162f3134-95d2-4314-aedb-18fa1db0f7e9,NA,Journal of Accountancy,NA,NA,NA,Akuntansi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2016,2016.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
9db37841-b44d-462e-b21e-a506b7e4f819,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2005,2005.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
7845c6ec-fe6c-4c66-9cc1-b82f90df2ce4,NA,Warta Ekonomi,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2006,2006.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
9c37691c-b786-4870-891f-6ffea60edb0e,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2013,2013.0,NA,Jakarta,Alam Sutra Main Campus,NA,NA,NA,NA,PT. Era Media Informasi
0bcd9a7b-5089-41fb-ad4f-b7433d3628a7,NA,Jurnal Piranti Warta,NA,NA,NA,Komputer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
a3c0a4d7-62ac-414e-ae26-ba4833b05ae7,NA,Swa Sembada,NA,NA,NA,Business,NA,NA,NA,PT. Swasembada Media Bisnis,NA,Periodical Literature,2014,2014.0,NA,NA,Alam Sutra Main Campus,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
39c816c2-764f-4bf0-adc1-660f7eee6749,NA,Newsweek Magazine,NA,NA,NA,Umum/Populer,NA,NA,NA,The Newsweek Daily Beast Company,NA,Periodical Literature,2012,2012.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
d61c24f6-ab3e-4e4d-af8f-ffa965d9f1c4,NA,Asrinesia,NA,NA,NA,Arsitektur,NA,NA,NA,PT. Griya Asri Prima,NA,Periodical Literature,2011,2011.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
9c7ba703-7019-4207-a398-ffd2027fcda3,NA,Time,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Geotimes Aksara Media,NA,Periodical Literature,2012,2012.0,NA,Jakarta Pusat,Anggrek,NA,NA,NA,NA,NA
2687e34b-e930-4077-af8b-504744bf5f98,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2015,2015.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,PT. Era Media Informasi
a8a67724-637e-4e4c-ab1d-8ce088f4cecb,NA,Gatra,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Era Media Informasi,NA,Periodical Literature,2015,2015.0,NA,Jakarta,Anggrek,NA,NA,NA,NA,PT. Era Media Informasi
ab7b975b-2097-4f98-9ac6-cebe2de2808d,NA,Jurnal Ilmiah FIFO,NA,NA,NA,Komputer,NA,NA,NA,Universitas Mercu Buana,NA,Periodical Literature,1996,1996.0,NA,NA,Anggrek,NA,NA,NA,NA,Universitas Mercu Buana
cdf0f2f4-0b69-4c7b-b728-b807a50eb487,NA,The Economist,NA,NA,NA,Akuntansi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2011,2011.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
a3594a77-a406-48e5-8607-4224b88d747e,NA,Time,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Geotimes Aksara Media,NA,Periodical Literature,2010,2010.0,NA,Jakarta Pusat,Anggrek,NA,NA,NA,NA,NA
bf51bf41-78ec-41a5-9d38-563e48f7017d,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2011,2011.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
137f07f0-83e8-435b-833a-901582469ac7,NA,Time,NA,NA,NA,Umum/Populer,NA,NA,NA,PT. Geotimes Aksara Media,NA,Periodical Literature,2010,2010.0,NA,Jakarta Pusat,Anggrek,NA,NA,NA,NA,NA
c0df65a2-3336-461a-9825-fa901b7b4aef,NA,Indonesian JELT,NA,NA,NA,Umum/Populer,NA,NA,NA,Universitas Atmajaya,NA,Periodical Literature,2013,2013.0,NA,Jakarta 12930,Anggrek,NA,NA,NA,NA,Universitas Atmajaya
f9793be8-2f9f-4770-825e-c126bbf2cca7,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
972e680f-e3e2-44e2-ae55-88b4f06f8a42,NA,Info franchise indonesia,NA,NA,NA,Business,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,Kijang,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,Sine Nomine
36b2ad44-d454-4d46-9423-5f35de596cbd,NA,Newsweek Magazine,NA,NA,NA,Umum/Populer,NA,NA,NA,The Newsweek Daily Beast Company,NA,Periodical Literature,2009,2009.0,NA,NA,Kijang,NA,NA,NA,NA,NA
6564235c-269f-456a-924e-544cd877b7a3,NA,Agritech : Jurnal Teknologi Pertanian,NA,NA,NA,Teknologi Pangan,NA,NA,NA,UGM Yogyakarta,NA,Periodical Literature,2013,2013.0,NA,NA,Alam Sutra Main Campus,NA,NA,NA,NA,NA
9b71655e-e32b-48d3-ad46-77a4b4eff29c,NA,Jurnal Kajian Komunikasi,NA,NA,NA,Umum/Populer,NA,NA,NA,LP3ES,NA,Periodical Literature,2013,2013.0,NA,NA,Anggrek,NA,NA,NA,NA,LP3ES
9040e348-0185-4cac-8741-de277c127fab,NA,ACM Sigplan : a monthly publication of the special interest group on programming languages,NA,NA,NA,Komputer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2005,2005.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
bcc03981-45be-4957-af8b-83b0a2e6546f,NA,Marketing,NA,NA,NA,Pemasaran,NA,NA,NA,Marketing Publishing,NA,Periodical Literature,2016,2016.0,NA,NA,JWC,NA,NA,NA,NA,Marketing Publishing
1c680468-910e-4595-87c5-e63abd5cfd57,NA,SWA,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2013,2013.0,NA,Jakarta,Anggrek,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
80996f26-1555-49e0-8ac0-1104f886f33d,NA,Swa Sembada,NA,NA,NA,Ekonomi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2006,2006.0,NA,NA,JWC,NA,NA,NA,NA,Sine Nomine
0582efc2-fc79-405b-b1d6-342f8accad91,NA,Journal Of Applied Finance and Accounting,NA,NA,NA,Keuangan,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2009,2009.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
9f3bf722-b026-4f02-9d33-ce09050f7449,NA,Mind The True Edu-Lifestyle Magazine,NA,NA,NA,Pendidikan,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2010,2010.0,NA,NA,Kijang,NA,NA,NA,NA,Sine Nomine
4c38abc2-527e-4995-a3fa-60303334f612,NA,Swa Sembada,NA,NA,NA,Business,NA,NA,NA,PT.Swasembada Media Bisnis,NA,Periodical Literature,2015,2015.0,NA,Jakarta,Anggrek,NA,NA,NA,515E7618-1EA1-428D-9F66-6ABE8F4DD220,NA
d2f8e2f0-0c50-4ddc-a449-91f699e0569d,https://storagelkcdev.blob.core.windows.net/file-upload/migrate-cover/book_intmdt-accounting_skousen.jpg,Lingua Cultura,NA,NA,NA,Bahasa dan Sastra,NA,NA,NA,BINUS University,NA,Periodical Literature,2018,2018.0,NA,NA,NA,NA,NA,NA,NA,NA
ab3511bf-ca2e-4f1c-97a3-089a3bc2816e,NA,Warta Anti Korupsi : membangun negeri tanpa korupsi,NA,NA,NA,Umum/Populer,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
a5081c42-b283-4b28-98d5-3932127299f5,NA,Jurnal dimensi: seni rupa dan desain,NA,NA,NA,Ekonomi,NA,NA,NA,Binus University,NA,Periodical Literature,2008,2008.0,NA,NA,Anggrek,NA,NA,NA,NA,NA
2c4de487-2bdc-4f37-88d8-69e198e7b9bc,NA,HWM,NA,NA,NA,Teknologi,NA,NA,NA,Sine Nomine,NA,Periodical Literature,2008,2008.0,NA,NA,Anggrek,NA,NA,NA,NA,Sine Nomine
